YEAR,STATE,RATE,DEATHS,URL
2017,HI,2.5,39,/nchs/pressroom/states/hawaii/hawaii.htm
2017,ID,16.4,280,/nchs/pressroom/states/idaho/idaho.htm
2017,IL,12.1,"1,543",/nchs/pressroom/states/illinois/illinois.htm
2017,IN,15.3,"1,016",/nchs/pressroom/states/indiana/indiana.htm
2017,IA,9,293,/nchs/pressroom/states/iowa/iowa.htm
2017,KS,16,466,/nchs/pressroom/states/kansas/kansas.htm
2017,KY,16.2,730,/nchs/pressroom/states/kentucky/kentucky.htm
2017,LA,21.7,"1,008",/nchs/pressroom/states/louisiana/louisiana.htm
2017,ME,11.7,172,/nchs/pressroom/states/maine/maine.htm
2017,MD,12.3,742,/nchs/pressroom/states/maryland/maryland.htm
2017,MA,3.7,262,/nchs/pressroom/states/massachusetts/massachusetts.htm
2017,MI,11.3,"1,138",/nchs/pressroom/states/michigan/michigan.htm
2017,MN,8.2,465,/nchs/pressroom/states/minnesota/minnesota.htm
2017,MS,21.5,632,/nchs/pressroom/states/mississippi/mississippi.htm
2017,MO,21.5,"1,307",/nchs/pressroom/states/missouri/missouri.htm
2017,MT,22.5,244,/nchs/pressroom/states/montana/montana.htm
2017,NE,8.3,160,/nchs/pressroom/states/nebraska/nebraska.htm
2017,NV,16.7,508,/nchs/pressroom/states/nevada/nevada.htm
2017,NH,10.4,146,/nchs/pressroom/states/newhampshire/newhampshire.htm
2017,NJ,5.3,478,/nchs/pressroom/states/newjersey/newjersey.htm
2017,NM,18.5,394,/nchs/pressroom/states/newmexico/newmexico.htm
2017,NY,3.7,772,/nchs/pressroom/states/newyork/newyork.htm
2017,NC,13.7,"1,430",/nchs/pressroom/states/northcarolina/northcarolina.htm
2017,ND,13.2,103,/nchs/pressroom/states/northdakota/northdakota.htm
2017,OH,13.7,"1,589",/nchs/pressroom/states/ohio/ohio.htm
2017,OK,17.2,681,/nchs/pressroom/states/oklahoma/oklahoma.htm
2017,OR,12.1,528,/nchs/pressroom/states/oregon/oregon.htm
2017,PA,12.5,"1,636",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2017,RI,3.9,43,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2017,SC,17.7,893,/nchs/pressroom/states/southcarolina/southcarolina.htm
2017,SD,11.9,101,/nchs/pressroom/states/southdakota/southdakota.htm
2017,TN,18.4,"1,246",/nchs/pressroom/states/tenessee/tennessee.htm
2017,TX,12.4,"3,513",/nchs/pressroom/states/texas/texas.htm
2017,UT,14,410,/nchs/pressroom/states/utah/utah.htm
2017,VT,11.7,70,/nchs/pressroom/states/vermont/vermont.htm
2017,VA,11.9,"1,041",/nchs/pressroom/states/virginia/virginia.htm
2017,WA,11.1,849,/nchs/pressroom/states/washington/washington.htm
2017,WV,18.6,348,/nchs/pressroom/states/westvirginia/westvirginia.htm
2017,WI,10.6,624,/nchs/pressroom/states/wisconsin/wisconsin.htm
2017,WY,18.8,113,/nchs/pressroom/states/wyoming/wyoming.htm
2016,AL,21.5,"1,046",/nchs/pressroom/states/alabama/alabama.htm
2016,AK,23.3,177,/nchs/pressroom/states/alaska/alaska.htm
2016,AZ,15.2,"1,094",/nchs/pressroom/states/arizona/arizona.htm
2016,AR,17.8,541,/nchs/pressroom/states/arkansas/arkansas.htm
2016,CA,7.9,"3,184",/nchs/pressroom/states/california/california.htm
2016,CO,14.3,812,/nchs/pressroom/states/colorado/colorado.htm
2016,CT,4.6,172,/nchs/pressroom/states/connecticut/connecticut.htm
2016,DE,11,111,/nchs/pressroom/states/delaware/delaware.htm
2016,FL,12.6,"2,704",/nchs/pressroom/states/florida/florida.htm
2016,GA,15,"1,571",/nchs/pressroom/states/georgia/georgia.htm
2016,HI,4.5,66,/nchs/pressroom/states/hawaii/hawaii.htm
2016,ID,14.6,242,/nchs/pressroom/states/idaho/idaho.htm
2016,IL,11.7,"1,490",/nchs/pressroom/states/illinois/illinois.htm
2016,IN,15,997,/nchs/pressroom/states/indiana/indiana.htm
2016,IA,9.2,288,/nchs/pressroom/states/iowa/iowa.htm
2016,KS,13.4,383,/nchs/pressroom/states/kansas/kansas.htm
2016,KY,17.5,772,/nchs/pressroom/states/kentucky/kentucky.htm
2016,LA,21.3,987,/nchs/pressroom/states/louisiana/louisiana.htm
2016,ME,8.3,123,/nchs/pressroom/states/maine/maine.htm
2016,MD,11.9,707,/nchs/pressroom/states/maryland/maryland.htm
2016,MA,3.4,242,/nchs/pressroom/states/massachusetts/massachusetts.htm
2016,MI,12.3,"1,230",/nchs/pressroom/states/michigan/michigan.htm
2016,MN,7.6,432,/nchs/pressroom/states/minnesota/minnesota.htm
2016,MS,19.9,587,/nchs/pressroom/states/mississippi/mississippi.htm
2016,MO,19,"1,144",/nchs/pressroom/states/missouri/missouri.htm
2016,MT,18.9,194,/nchs/pressroom/states/montana/montana.htm
2016,NE,9.1,171,/nchs/pressroom/states/nebraska/nebraska.htm
2016,NV,16.8,498,/nchs/pressroom/states/nevada/nevada.htm
2016,NH,9.3,132,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,NJ,5.5,485,/nchs/pressroom/states/newjersey/newjersey.htm
2016,NM,18.1,383,/nchs/pressroom/states/newmexico/newmexico.htm
2016,NY,4.4,900,/nchs/pressroom/states/newyork/newyork.htm
2016,NC,13.7,"1,409",/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,ND,11.9,90,/nchs/pressroom/states/northdakota/northdakota.htm
2016,OH,12.9,"1,524",/nchs/pressroom/states/ohio/ohio.htm
2016,OK,19.6,766,/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,OR,11.9,513,/nchs/pressroom/states/oregon/oregon.htm
2016,PA,12,"1,555",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,RI,4.1,49,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,SC,17.7,891,/nchs/pressroom/states/southcarolina/southcarolina.htm
2016,SD,13.4,108,/nchs/pressroom/states/southdakota/southdakota.htm
2016,TN,17.1,"1,148",/nchs/pressroom/states/tenessee/tennessee.htm
2016,TX,12.1,"3,353",/nchs/pressroom/states/texas/texas.htm
2016,UT,12.9,370,/nchs/pressroom/states/utah/utah.htm
2016,VT,11.1,78,/nchs/pressroom/states/vermont/vermont.htm
2016,VA,12.1,"1,049",/nchs/pressroom/states/virginia/virginia.htm
2016,WA,9,686,/nchs/pressroom/states/washington/washington.htm
2016,WV,17.5,332,/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,WI,11.4,664,/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,WY,17.4,101,/nchs/pressroom/states/wyoming/wyoming.htm
2015,AL,19.6,958,/nchs/pressroom/states/alabama/alabama.htm
2015,AK,23.4,177,/nchs/pressroom/states/alaska/alaska.htm
2015,AZ,13.8,970,/nchs/pressroom/states/arizona/arizona.htm
2015,AR,16.9,520,/nchs/pressroom/states/arkansas/arkansas.htm
2015,CA,7.7,"3,095",/nchs/pressroom/states/california/california.htm
2015,CO,12.6,701,/nchs/pressroom/states/colorado/colorado.htm
2015,CT,5.3,189,/nchs/pressroom/states/connecticut/connecticut.htm
2015,DE,12.1,112,/nchs/pressroom/states/delaware/delaware.htm
2015,FL,12,"2,559",/nchs/pressroom/states/florida/florida.htm
2015,GA,14.1,"1,448",/nchs/pressroom/states/georgia/georgia.htm
2015,HI,3.6,55,/nchs/pressroom/states/hawaii/hawaii.htm
2015,ID,14.7,247,/nchs/pressroom/states/idaho/idaho.htm
2015,IL,9.5,"1,220",/nchs/pressroom/states/illinois/illinois.htm
2015,IN,12.7,846,/nchs/pressroom/states/indiana/indiana.htm
2015,IA,7.8,247,/nchs/pressroom/states/iowa/iowa.htm
2015,KS,11.4,330,/nchs/pressroom/states/kansas/kansas.htm
2015,KY,15.2,694,/nchs/pressroom/states/kentucky/kentucky.htm
2015,LA,20.4,952,/nchs/pressroom/states/louisiana/louisiana.htm
2015,ME,9.8,144,/nchs/pressroom/states/maine/maine.htm
2015,MD,11.9,708,/nchs/pressroom/states/maryland/maryland.htm
2015,MA,3,213,/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,MI,11.7,"1,164",/nchs/pressroom/states/michigan/michigan.htm
2015,MN,7.4,410,/nchs/pressroom/states/minnesota/minnesota.htm
2015,MS,19.6,589,/nchs/pressroom/states/mississippi/mississippi.htm
2015,MO,18.1,"1,094",/nchs/pressroom/states/missouri/missouri.htm
2015,MT,19.2,205,/nchs/pressroom/states/montana/montana.htm
2015,NE,8.9,169,/nchs/pressroom/states/nebraska/nebraska.htm
2015,NV,14.9,446,/nchs/pressroom/states/nevada/nevada.htm
2015,NH,8.9,121,/nchs/pressroom/states/newhampshire/newhampshire.htm
2015,NJ,5.4,475,/nchs/pressroom/states/newjersey/newjersey.htm
2015,NM,18.6,390,/nchs/pressroom/states/newmexico/newmexico.htm
2015,NY,4.2,849,/nchs/pressroom/states/newyork/newyork.htm
2015,NC,12.5,"1,289",/nchs/pressroom/states/northcarolina/northcarolina.htm
2015,ND,12.8,92,/nchs/pressroom/states/northdakota/northdakota.htm
2015,OH,11.9,"1,397",/nchs/pressroom/states/ohio/ohio.htm
2015,OK,18,706,/nchs/pressroom/states/oklahoma/oklahoma.htm
2015,OR,11.4,486,/nchs/pressroom/states/oregon/oregon.htm
2015,PA,11.4,"1,485",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2015,RI,4.7,51,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2015,SC,17.3,850,/nchs/pressroom/states/southcarolina/southcarolina.htm
2015,SD,11.1,96,/nchs/pressroom/states/southdakota/southdakota.htm
2015,TN,16,"1,075",/nchs/pressroom/states/tenessee/tennessee.htm
2015,TX,11.7,"3,203",/nchs/pressroom/states/texas/texas.htm
2015,UT,12.8,367,/nchs/pressroom/states/utah/utah.htm
2015,VT,9.6,70,/nchs/pressroom/states/vermont/vermont.htm
2015,VA,10.9,946,/nchs/pressroom/states/virginia/virginia.htm
2015,WA,9.8,718,/nchs/pressroom/states/washington/washington.htm
2015,WV,14,278,/nchs/pressroom/states/westvirginia/westvirginia.htm
2015,WI,10.4,613,/nchs/pressroom/states/wisconsin/wisconsin.htm
2015,WY,19.6,113,/nchs/pressroom/states/wyoming/wyoming.htm
2014,AL,16.9,815,/nchs/pressroom/states/alabama/alabama.htm
2014,AK,19.2,145,/nchs/pressroom/states/alaska/alaska.htm
2014,AZ,13.5,927,/nchs/pressroom/states/arizona/arizona.htm
2014,AR,16.6,496,/nchs/pressroom/states/arkansas/arkansas.htm
2014,CA,7.4,"2,942",/nchs/pressroom/states/california/california.htm
2014,CO,12.2,663,/nchs/pressroom/states/colorado/colorado.htm
2014,CT,5,187,/nchs/pressroom/states/connecticut/connecticut.htm
2014,DE,11.1,102,/nchs/pressroom/states/delaware/delaware.htm
2014,FL,11.5,"2,410",/nchs/pressroom/states/florida/florida.htm
2014,GA,13.7,"1,391",/nchs/pressroom/states/georgia/georgia.htm
2014,HI,2.6,40,/nchs/pressroom/states/hawaii/hawaii.htm
2014,ID,13.2,213,/nchs/pressroom/states/idaho/idaho.htm
2014,IL,9,"1,179",/nchs/pressroom/states/illinois/illinois.htm
2014,IN,12.4,818,/nchs/pressroom/states/indiana/indiana.htm
2014,IA,7.5,241,/nchs/pressroom/states/iowa/iowa.htm
2014,KS,11.3,329,/nchs/pressroom/states/kansas/kansas.htm
2014,KY,13.9,634,/nchs/pressroom/states/kentucky/kentucky.htm
2014,LA,19,896,/nchs/pressroom/states/louisiana/louisiana.htm
2014,ME,9.4,133,/nchs/pressroom/states/maine/maine.htm
2014,MD,9,546,/nchs/pressroom/states/maryland/maryland.htm
2014,MA,3.2,226,/nchs/pressroom/states/massachusetts/massachusetts.htm
2014,MI,11.1,"1,095",/nchs/pressroom/states/michigan/michigan.htm
2014,MN,6.6,377,/nchs/pressroom/states/minnesota/minnesota.htm
2014,MS,18.3,547,/nchs/pressroom/states/mississippi/mississippi.htm
2014,MO,15.3,943,/nchs/pressroom/states/missouri/missouri.htm
2014,MT,16.1,172,/nchs/pressroom/states/montana/montana.htm
2014,NE,9.5,179,/nchs/pressroom/states/nebraska/nebraska.htm
2014,NV,14.8,429,/nchs/pressroom/states/nevada/nevada.htm
2014,NH,8.7,122,/nchs/pressroom/states/newhampshire/newhampshire.htm
2014,NJ,5.3,468,/nchs/pressroom/states/newjersey/newjersey.htm
2014,NM,16,340,/nchs/pressroom/states/newmexico/newmexico.htm
2014,NY,4.2,875,/nchs/pressroom/states/newyork/newyork.htm
2014,NC,11.8,"1,206",/nchs/pressroom/states/northcarolina/northcarolina.htm
2014,ND,12.3,96,/nchs/pressroom/states/northdakota/northdakota.htm
2014,OH,10.3,"1,211",/nchs/pressroom/states/ohio/ohio.htm
2014,OK,15.7,611,/nchs/pressroom/states/oklahoma/oklahoma.htm
2014,OR,11.7,497,/nchs/pressroom/states/oregon/oregon.htm
2014,PA,10.5,"1,390",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2014,RI,3,34,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2014,SC,15.5,767,/nchs/pressroom/states/southcarolina/southcarolina.htm
2014,SD,10.3,89,/nchs/pressroom/states/southdakota/southdakota.htm
2014,TN,15.1,"1,016",/nchs/pressroom/states/tenessee/tennessee.htm
2014,TX,10.7,"2,848",/nchs/pressroom/states/texas/texas.htm
2014,UT,12.3,337,/nchs/pressroom/states/utah/utah.htm
2014,VT,10.3,69,/nchs/pressroom/states/vermont/vermont.htm
2014,VA,10.3,889,/nchs/pressroom/states/virginia/virginia.htm
2014,WA,9.7,702,/nchs/pressroom/states/washington/washington.htm
2014,WV,14.6,286,/nchs/pressroom/states/westvirginia/westvirginia.htm
2014,WI,8.2,487,/nchs/pressroom/states/wisconsin/wisconsin.htm
2014,WY,16.2,93,/nchs/pressroom/states/wyoming/wyoming.htm
2005,AL,16,736,/nchs/pressroom/states/alabama/alabama.htm
2005,AK,17.5,116,/nchs/pressroom/states/alaska/alaska.htm
2005,AZ,16.1,934,/nchs/pressroom/states/arizona/arizona.htm
2005,AR,15.7,439,/nchs/pressroom/states/arkansas/arkansas.htm
2005,CA,9.5,"3,453",/nchs/pressroom/states/california/california.htm
2005,CO,11.6,535,/nchs/pressroom/states/colorado/colorado.htm
2005,CT,5.3,187,/nchs/pressroom/states/connecticut/connecticut.htm
2005,DE,8.8,75,/nchs/pressroom/states/delaware/delaware.htm
2005,FL,10,"1,838",/nchs/pressroom/states/florida/florida.htm
2005,GA,12.1,"1,064",/nchs/pressroom/states/georgia/georgia.htm
2005,HI,2.1,28,/nchs/pressroom/states/hawaii/hawaii.htm
2005,ID,14.1,195,/nchs/pressroom/states/idaho/idaho.htm
2005,IL,8,"1,019",/nchs/pressroom/states/illinois/illinois.htm
2005,IN,11.2,705,/nchs/pressroom/states/indiana/indiana.htm
2005,IA,6.7,201,/nchs/pressroom/states/iowa/iowa.htm
2005,KS,9.3,257,/nchs/pressroom/states/kansas/kansas.htm
2005,KY,13,548,/nchs/pressroom/states/kentucky/kentucky.htm
2005,LA,18.5,858,/nchs/pressroom/states/louisiana/louisiana.htm
2005,ME,7.8,109,/nchs/pressroom/states/maine/maine.htm
2005,MD,11.9,657,/nchs/pressroom/states/maryland/maryland.htm
2005,MA,3.4,224,/nchs/pressroom/states/massachusetts/massachusetts.htm
2005,MI,10.8,"1,074",/nchs/pressroom/states/michigan/michigan.htm
2005,MN,7,361,/nchs/pressroom/states/minnesota/minnesota.htm
2005,MS,16,455,/nchs/pressroom/states/mississippi/mississippi.htm
2005,MO,12.9,752,/nchs/pressroom/states/missouri/missouri.htm
2005,MT,16.9,161,/nchs/pressroom/states/montana/montana.htm
2005,NE,7.7,135,/nchs/pressroom/states/nebraska/nebraska.htm
2005,NV,16.1,390,/nchs/pressroom/states/nevada/nevada.htm
2005,NH,6.6,88,/nchs/pressroom/states/newhampshire/newhampshire.htm
2005,NJ,5.2,434,/nchs/pressroom/states/newjersey/newjersey.htm
2005,NM,13.9,267,/nchs/pressroom/states/newmexico/newmexico.htm
2005,NY,5.3,"1,019",/nchs/pressroom/states/newyork/newyork.htm
2005,NC,12.8,"1,119",/nchs/pressroom/states/northcarolina/northcarolina.htm
2005,ND,8.8,61,/nchs/pressroom/states/northdakota/northdakota.htm
2005,OH,9.6,"1,116",/nchs/pressroom/states/ohio/ohio.htm
2005,OK,13.2,468,/nchs/pressroom/states/oklahoma/oklahoma.htm
2005,OR,10.7,402,/nchs/pressroom/states/oregon/oregon.htm
2005,PA,10.8,"1,352",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2005,RI,3.6,39,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2005,SC,13.8,589,/nchs/pressroom/states/southcarolina/southcarolina.htm
2005,SD,10.2,82,/nchs/pressroom/states/southdakota/southdakota.htm
2005,TN,16,976,/nchs/pressroom/states/tenessee/tennessee.htm
2005,TX,11.1,"2,490",/nchs/pressroom/states/texas/texas.htm
2005,UT,10.1,227,/nchs/pressroom/states/utah/utah.htm
2005,VT,6.8,44,/nchs/pressroom/states/vermont/vermont.htm
2005,VA,11.5,888,/nchs/pressroom/states/virginia/virginia.htm
2005,WA,8.8,567,/nchs/pressroom/states/washington/washington.htm
2005,WV,13.8,261,/nchs/pressroom/states/westvirginia/westvirginia.htm
2005,WI,8.5,474,/nchs/pressroom/states/wisconsin/wisconsin.htm
2005,WY,13.4,71,/nchs/pressroom/states/wyoming/wyoming.htm